index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
946	4	C	4C	196	4C196	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	tagnf									1	blank							1	blank		3	4		1			11
947	4	C	4C	197	4C197	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank	Tag up from plant	1							1	blank	Tag up from plant						1	tagnf								4
948	4	C	4C	198	4C198	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	blank							1	tagnf								4
949	4	C	4C	199	4C199	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		2	4	2			1	dead								12
950	4	C	4C	200	4C200	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		1						5
951	4	C	4C	213	4C213	no_record	no_record	no_record	no_record	no_record > no_record	no_record > no_record	no_record > no_record > no_record																							5	2	1	1			9
952	4	C	4C	27	4C27	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	gone						1	nf	nf						1	nf								4
953	4	C	4C	28	4C28	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	nf	nf														2	7
954	4	C	4C	28_20	4C28_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
955	4	C	4C	29	4C29	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1									4
956	4	C	4C	30	4C30	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank					2	2	1	nf								8
957	4	C	4C	31	4C31	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	gone						1	nf	nf						1	nf								4
958	4	C	4C	32	4C32	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	tagnf									1	blank							1									3
959	4	C	4C	33	4C33	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank							2	6
960	4	C	4C	34	4C34	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank	DL. JP checked 72 mm against scan, OK	1						2	1	blank							1	blank								6
961	4	C	4C	35	4C35	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	tagnf									1	blank		2					1	nf								5
962	4	C	4C	36	4C36	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2	2	1	blank		2	4	1	1		1	nf								16
963	4	C	4C	625	4C625	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank							1	nf								4
964	4	C	4C	626	4C626	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
965	4	C	4C	627	4C627	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
966	4	C	4C	628	4C628	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank	shriveled	1	gone						1	nf	nf						1	nf								4
967	4	C	4C	629	4C629	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank					2		1	blank								5
968	4	C	4C	630	4C630	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1					2	2	1	blank					3	2	1	blank								13
969	4	C	4C	631	4C631	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							1	nf								4
970	4	C	4C	632	4C632	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	flowered and lived?	1	blank		1							1	blank							1	blank								4
971	4	C	4C	633	4C633	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank	split under					1	1	blank								5
972	4	C	4C	634	4C634	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	nf								3
973	4	C	4C	635	4C635	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts	shriveled								1	nf	nf						1	nf								3
974	4	C	4C	636	4C636	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
975	4	C	4C	637	4C637	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf						1	nf								3
976	4	C	4C	638	4C638	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf	1					1	nf								5
977	4	C	4C	639	4C639	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
978	4	C	4C	640	4C640	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
979	4	C	4C	641	4C641	vegetative	no_record	flowering	flowering	vegetative > flowering	flowering > flowering	vegetative > flowering > flowering		1										1	blank	near 4C						2	blank	outside plot	4	2		1			11
980	4	C	4C	642	4C642	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank	near 4C						1	nf	outside plot							3
981	4	C	4C	643	4C643	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank	near 4C			1			1	dead	outside plot							4
982	4	C	4C	644	4C644	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank							1	nf								3
983	4	C	4C	92	4C92																															1					1
984	4	D	4D	109	4D109																						1														1
985	4	D	4D	199	4D199																						1														1
986	4	D	4D	26	4D26	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	3	1			1	nf	nf						1	nf								20
987	4	D	4D	27	4D27	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	chewed	chewed						1	tagnf								4
988	4	D	4D	28	4D28	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						4	1	blank						2	2	12
989	4	D	4D	28_18	4D28_18														1																						1
990	4	D	4D	29	4D29	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	3	1			1	nf	nf						1	nf								21
991	4	D	4D	30	4D30	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1					2		1	blank					1	2	1	blank						2	1	12
992	4	D	4D	30_18	4D30_18														1																						1
993	4	D	4D	31	4D31	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				18	7	1			1	dead	dead						1	nf								29
994	4	D	4D	32	4D32	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							2	blank						2		7
995	4	D	4D	32_18	4D32_18														1																						1
996	4	D	4D	33	4D33	flowering	no_record	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf	died and nf?	1	blank				15	4	1			1	blank							1	nf								23
997	4	D	4D	34	4D34	flowering	no_record	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf		1	blank				14	2	1			1	chewed	eaten				2		1	nf								22
998	4	D	4D	35	4D35	flowering	no_record	flowering	vegetative	flowering > flowering	flowering > vegetative	flowering > flowering > vegetative	flowered and lived?	1	blank				15	5	1			1	blank		3	5	1			1	blank						2	2	37
999	4	D	4D	36	4D36	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				10	2	1			1	dead	dead						1	nf								16
1000	4	D	4D	36_20	4D36_20																															1					1
1001	4	D	4D	37	4D37	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						4	1	chewed		5	4	1	1			19
1002	4	D	4D	38	4D38	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	tagnf									1	blank	plant above tag						1	nf								3
1003	4	D	4D	38_18	4D38_18														2																						2
1004	4	D	4D	38_19	4D38_19																						1														1
1005	4	D	4D	39	4D39	vegetative	vegetative	tagnf	no_record	vegetative > tagnf	tagnf > no_record	vegetative > tagnf > no_record		1	blank		1					2		1	blank	tag not found															5
1006	4	D	4D	40	4D40	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13		1			1	nf	nf						1	nf								17
1007	4	D	4D	41	4D41	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1	fly poop covering plant at base, dried up						1	blank							1	blank					1			5
1008	4	D	4D	42	4D42	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1	fly poop covering plant at base, dried up						1	blank	upper right of tag						1	nf								4
1009	4	D	4D	42_18	4D42_18														1																						1
1010	4	D	4D	43	4D43	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	flowered and lived?	1	blank		1							1	blank		4	3	1			1	blank								12
1011	4	D	4D	44	4D44	flowering	no_record	vegetative	vegetative	flowering > vegetative	vegetative > vegetative	flowering > vegetative > vegetative		1	blank				13		1			1	blank							1	blank								17
1012	4	D	4D	45	4D45	flowering	no_record	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf	died and nf?	1	blank				16	3	1			1	blank							1	nf								23
1013	4	D	4D	46	4D46	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		2	4	1			1	nf								11
1014	4	D	4D	47	4D47	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1						2	1	blank					2	2	1	blank		4	2	1	1			18
1015	4	D	4D	48	4D48	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	2 other rosettes eaten					2	1	nf	nf						1	nf								6
1016	4	D	4D	49	4D49	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1	not sure which plant to measure.						1	blank					2	2	1	blank		2	2		1			13
1017	4	D	4D	5	4D5														1																						1
1018	4	D	4D	50	4D50	vegetative	recheck	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	chew death	1	blank		1	gone						1	chewed	eaten						1	nf								4
1019	4	D	4D	51	4D51	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1					2	4	1	blank					1		1	nf								11
1020	4	D	4D	52	4D52	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2	3	1	blank		3	3	1	1			17
1021	4	D	4D	53	4D53	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	chew death	1	blank		1							1	chewed	eaten	2	3	1			1	nf								10
1022	4	D	4D	54	4D54	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	flowered and lived?	1	blank		1							1	blank			4	1			1	blank								9
1023	4	D	4D	55	4D55	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank							1	nf								4
1024	4	D	4D	56	4D56	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	chew death	1	blank		1					2	2	1	chewed	1 rosette eaten				1		1	nf								9
1025	4	D	4D	57	4D57	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank							1	nf								4
1026	4	D	4D	58	4D58	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	tagnf									1	blank		4	4	1			1	nf								12
1027	4	D	4D	59	4D59	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	dried up						1	dead	dead						1	nf								4
1028	4	D	4D	60	4D60	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		5	6	1			1	nf								15
1029	4	D	4D	61	4D61	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		5	6	1			1									15
1030	4	D	4D	62	4D62	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		4	5	1			1	nf								13
1031	4	D	4D	66	4D66	vegetative	vegetative	no_record	dead_nf	vegetative > no_record	no_record > dead_nf	vegetative > no_record > dead_nf	check tag #	1			1						2									1	nf								5
1032	4	D	4D	73	4D73																																	1			1
1033	4	D	4D	875	4D875																																	1			1
1034	4	D	4D	879	4D879																1																				1
1035	4	D	4D	UNT_2020-07-23_3	4DUNT_2020-07-23_3																																			1	1
1036	4	D	4D	UNT_2020-07-23_4	4DUNT_2020-07-23_4																																			1	1
1037	5	A	5A	108	5A108														1																						1
1038	5	A	5A	112	5A112																1																				1
1039	5	A	5A	121	5A121	vegetative	recheck	tagnf	no_record	vegetative > tagnf	tagnf > no_record	vegetative > tagnf > no_record		1	blank		1							1	tagnf	tagnf															3
1040	5	A	5A	125	5A125														1																						1
1041	5	A	5A	135	5A135														1																						1
1042	5	A	5A	143	5A143														1																						1
1043	5	A	5A	151	5A151														1																						1
1044	5	A	5A	160	5A160														1																						1
1045	5	A	5A	167	5A167														1																						1
1046	5	A	5A	171	5A171	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1					1		1	ts	ts						1	tagnf								5
1047	5	A	5A	172	5A172	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1									4
1048	5	A	5A	173	5A173	flowering	flowering	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf		1	blank		1	flowering plant	7	3	1			1	ts	6ts						1	dead								15
1049	5	A	5A	174	5A174	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	nf	nf						1	nf								6
1050	5	A	5A	175	5A175	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	7	1			1	nf	nf						1	nf								24
1051	5	A	5A	176	5A176	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank	more rosettes?			13	4	1			1	nf	nf						1	nf								21
1052	5	A	5A	177	5A177	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					1		1	nf	nf, tag is out of plot						1									5
1053	5	A	5A	178	5A178	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank					2		1	nf								6
