plantid	cen181920	size20	notes1818r2_19_20chk1920	data_entry	scribe	observer	date	other_notes	stalks	status	n_rosettes	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	r7_longest	r7_leaves	plot	subplot	plotid	plant	year	water	snow	plot_x	plot_y	subplot_x	subplot_y	water4
4B199	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	199	2021	Control	Early	3	0	1	1	Mock rainout
4B200	DNF|DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	200	2021	Control	Early	3	0	1	1	Mock rainout
4B201	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	moved V to 4B201_20	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	201	2021	Control	Early	3	0	1	1	Mock rainout
4B201_20	V |DNF|DNF	1,23,42	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	47	23	53	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	201_20	2021	Control	Early	3	0	1	1	Mock rainout
4B202	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	202	2021	Control	Early	3	0	1	1	Mock rainout
4B203	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	moved F to 4B203_20	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	203	2021	Control	Early	3	0	1	1	Mock rainout
4B203_20	V |DNF|DNF	1,9,11	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	203_20	2021	Control	Early	3	0	1	1	Mock rainout
4B204	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	moved F to 4B204_20	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	204	2021	Control	Early	3	0	1	1	Mock rainout
4B204_20	V |DNF|DNF	2,9,26	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	204_20	2021	Control	Early	3	0	1	1	Mock rainout
4B205	V |DNF|DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	205	2021	Control	Early	3	0	1	1	Mock rainout
4B206	V | V |DNF	0,,	,|chewed, ts|,chew death	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	206	2021	Control	Early	3	0	1	1	Mock rainout
4B207	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	207	2021	Control	Early	3	0	1	1	Mock rainout
4B208	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	208	2021	Control	Early	3	0	1	1	Mock rainout
4B209	DNF|DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	209	2021	Control	Early	3	0	1	1	Mock rainout
4B210	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	210	2021	Control	Early	3	0	1	1	Mock rainout
4B211	V | V | F	1,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	211	2021	Control	Early	3	0	1	1	Mock rainout
4B212	V | V |DNF	0,,	,|upper right|,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	212	2021	Control	Early	3	0	1	1	Mock rainout
4B213	V | V | V	2,14,29	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	63	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	213	2021	Control	Early	3	0	1	1	Mock rainout
4B214	V | V | V	2,20,40	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	214	2021	Control	Early	3	0	1	1	Mock rainout
4B594	V | V | F	1,,	,||tagged in 2020,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	594	2021	Control	Early	3	0	1	1	Mock rainout
4B596	V | V | F	1,,	,||tagged in 2020,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	596	2021	Control	Early	3	0	1	1	Mock rainout
4B680	V | V | F	1,,	,||tagged in 2020,	DH	JP	DH	2021-06-16T00:00:00Z	No dead stalk	NA	vegetative	2	34	15	61	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	680	2021	Control	Early	3	0	1	1	Mock rainout
4C104	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	104	2021	Control	Early	3	0	-1	-1	Control
4C105	V | V | V	1,,5	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	4	38	10	34	8	30	7	21	6	NA	NA	NA	NA	NA	NA	4	C	4C	105	2021	Control	Early	3	0	-1	-1	Control
4C106	V | V | V	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	106	2021	Control	Early	3	0	-1	-1	Control
4C107	V | V | V	1,9,31	,|chewed, ts|,regrew?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	34	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	107	2021	Control	Early	3	0	-1	-1	Control
4C108	V | V | V	1,12,21	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	108	2021	Control	Early	3	0	-1	-1	Control
4C109	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	109	2021	Control	Early	3	0	-1	-1	Control
4C110	V | V | F	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	110	2021	Control	Early	3	0	-1	-1	Control
4C111	V | F |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	111	2021	Control	Early	3	0	-1	-1	Control
4C112	V | V |TNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	112	2021	Control	Early	3	0	-1	-1	Control
4C113	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	113	2021	Control	Early	3	0	-1	-1	Control
4C114	V | F |DNF	0,,	,|chewed, ts|,chew death	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	114	2021	Control	Early	3	0	-1	-1	Control
4C115	V | F |DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	115	2021	Control	Early	3	0	-1	-1	Control
4C116	V | V | V	2,10,33	,||,	DH	JP	DH	2021-06-16T00:00:00Z	recheck - says 3 rosettes but 4 entries	NA	vegetative	3	25	7	33	9	29	5	37	8	NA	NA	NA	NA	NA	NA	4	C	4C	116	2021	Control	Early	3	0	-1	-1	Control
4C117	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	117	2021	Control	Early	3	0	-1	-1	Control
4C118	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	118	2021	Control	Early	3	0	-1	-1	Control
4C119	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	119	2021	Control	Early	3	0	-1	-1	Control
4C120	V | V | F	1,,3	,|nf|,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	120	2021	Control	Early	3	0	-1	-1	Control
4C121	V | V | V	1,19,31	,|chewed|,regrew?	DH	JP	DH	2021-06-16T00:00:00Z	recheck - says 3 rosettes but 2 entries	NA	vegetative	3	41	14	25	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	121	2021	Control	Early	3	0	-1	-1	Control
4C122	V | V | V	3,14,34	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	122	2021	Control	Early	3	0	-1	-1	Control
4C123	V | V | V	1,,3	,|chewed|,regrew?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	19	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	123	2021	Control	Early	3	0	-1	-1	Control
4C187	V | V | F	2,,	,|ts|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	187	2021	Control	Early	3	0	-1	-1	Control
4C188	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	188	2021	Control	Early	3	0	-1	-1	Control
4C189	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	189	2021	Control	Early	3	0	-1	-1	Control
4C190	V | V | V	1,21,58	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	190	2021	Control	Early	3	0	-1	-1	Control
4C191	V | V | V	1,9,35	,|bottom right of tag|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	43	13	37	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	191	2021	Control	Early	3	0	-1	-1	Control
4C192	V | V | F	5,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	192	2021	Control	Early	3	0	-1	-1	Control
4C193	V | V | V	1,14,31	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	3	15	6	28	7	16	5	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	193	2021	Control	Early	3	0	-1	-1	Control
4C194	V | V | V	1,5,12	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	194	2021	Control	Early	3	0	-1	-1	Control
4C195	V | V | F	2,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	195	2021	Control	Early	3	0	-1	-1	Control
4C196	V | V | F	3,,1	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	196	2021	Control	Early	3	0	-1	-1	Control
4C197	V | V |TNF	,,	Tag up from plant,|Tag up from plant|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	197	2021	Control	Early	3	0	-1	-1	Control
4C198	V | V |TNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	198	2021	Control	Early	3	0	-1	-1	Control
4C199	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	199	2021	Control	Early	3	0	-1	-1	Control
4C200	V | V | F	1,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	200	2021	Control	Early	3	0	-1	-1	Control
4C27	V |DNF|DNF	0,,	,gone|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	27	2021	Control	Early	3	0	-1	-1	Control
4C28	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed from TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	28	2021	Control	Early	3	0	-1	-1	Control
4C28_20	V |DNF|DNF	2,17,57	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	28_20	2021	Control	Early	3	0	-1	-1	Control
4C29	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	29	2021	Control	Early	3	0	-1	-1	Control
4C30	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	30	2021	Control	Early	3	0	-1	-1	Control
4C31	V |DNF|DNF	0,,	,gone|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	31	2021	Control	Early	3	0	-1	-1	Control
4C32	V | F |DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	32	2021	Control	Early	3	0	-1	-1	Control
4C33	V | V | V	2,6,45	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	38	25	34	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	33	2021	Control	Early	3	0	-1	-1	Control
4C34	V | V | V	5,9,47	DL,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	5	37	8	28	11	26	10	37	6	30	11	NA	NA	NA	NA	4	C	4C	34	2021	Control	Early	3	0	-1	-1	Control
4C35	V | F |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	35	2021	Control	Early	3	0	-1	-1	Control
4C36	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	36	2021	Control	Early	3	0	-1	-1	Control
4C625	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	tag loose	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	625	2021	Control	Early	3	0	-1	-1	Control
4C626	V | V | V	1,27,38	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	626	2021	Control	Early	3	0	-1	-1	Control
4C627	V | V | V	2,13,40	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	2	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	627	2021	Control	Early	3	0	-1	-1	Control
4C628	V |DNF|DNF	0,,	shriveled,gone|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	628	2021	Control	Early	3	0	-1	-1	Control
4C629	V | V | V	1,10,36	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	40	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	629	2021	Control	Early	3	0	-1	-1	Control
4C630	V | V | V	1,6,49	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	630	2021	Control	Early	3	0	-1	-1	Control
4C631	V | V |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	631	2021	Control	Early	3	0	-1	-1	Control
4C632	V | V | V	1,8,32	,||,flowered and lived?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	632	2021	Control	Early	3	0	-1	-1	Control
4C633	V | V | V	2,21,40	,|split under|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	5	40	17	34	9	28	7	44	8	43	10	NA	NA	NA	NA	4	C	4C	633	2021	Control	Early	3	0	-1	-1	Control
4C634	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	634	2021	Control	Early	3	0	-1	-1	Control
4C635	V |DNF|DNF	0,,	shriveled,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	635	2021	Control	Early	3	0	-1	-1	Control
4C636	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	636	2021	Control	Early	3	0	-1	-1	Control
4C637	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	637	2021	Control	Early	3	0	-1	-1	Control
4C638	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	638	2021	Control	Early	3	0	-1	-1	Control
4C639	V | V | V	1,19,54	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	34	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	639	2021	Control	Early	3	0	-1	-1	Control
4C640	V | V | V	1,6,26	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	3	24	8	12	6	28	5	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	640	2021	Control	Early	3	0	-1	-1	Control
4C641	V | F | F	1,,	,|near 4C|outside plot,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	641	2021	Control	Early	3	0	-1	-1	Control
4C642	V | F |DNF	0,,	,|near 4C|outside plot,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	642	2021	Control	Early	3	0	-1	-1	Control
4C643	V | F |DNF	0,,	,|near 4C|outside plot,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	643	2021	Control	Early	3	0	-1	-1	Control
4C644	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	C	4C	644	2021	Control	Early	3	0	-1	-1	Control
4D26	F |DNF|DNF	0,,	,|nf|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	26	2021	Reduction	Early	3	0	1	-1	Reduction
4D27	V | V |TNF	,,	,|chewed|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	27	2021	Reduction	Early	3	0	1	-1	Reduction
4D28	V | V | V	3,8,36	,||,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	vegetative	4	32	10	18	5	31	12	30	10	NA	NA	NA	NA	NA	NA	4	D	4D	28	2021	Reduction	Early	3	0	1	-1	Reduction
4D29	F |DNF|DNF	0,,	,|nf|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	29	2021	Reduction	Early	3	0	1	-1	Reduction
4D30	V | V | V	2,14,42	,||,	DH	DH	DH	2021-06-17T00:00:00Z	root found	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	30	2021	Reduction	Early	3	0	1	-1	Reduction
4D31	F |DNF|DNF	0,,	,|dead|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	31	2021	Reduction	Early	3	0	1	-1	Reduction
4D32	V | V | V	2,5,32	,||,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	vegetative	1	42	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	32	2021	Reduction	Early	3	0	1	-1	Reduction
4D33	F | V |DNF	0,,	,||,died and nf?	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	33	2021	Reduction	Early	3	0	1	-1	Reduction
4D34	F | V |DNF	0,,	,|eaten|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	34	2021	Reduction	Early	3	0	1	-1	Reduction
4D35	F | F | V	1,23,46	,||,flowered and lived?	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	35	2021	Reduction	Early	3	0	1	-1	Reduction
4D36	F |DNF|DNF	0,,	,|dead|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	36	2021	Reduction	Early	3	0	1	-1	Reduction
4D37	V | V | F	3,,	,||,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	37	2021	Reduction	Early	3	0	1	-1	Reduction
4D38	V | V |DNF	0,,	,|plant above tag|,died and nf?	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	38	2021	Reduction	Early	3	0	1	-1	Reduction
4D39	V |TNF|NA	,,	,|tag not found|,	DH	DH	DH	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	D	4D	39	2021	Reduction	Early	3	0	1	-1	Reduction
